Episodio 11, Ronda 21: Acción=6, Reward=0.0
Episodio 11, Ronda 22: Acción=6, Reward=0.0
Episodio 11, Ronda 23: Acción=0, Reward=0.0
Episodio 11, Ronda 24: Acción=5, Reward=0.0
Episodio 11, Ronda 25: Acción=6, Reward=0.0
Episodio 11, Ronda 26: Acción=5, Reward=0.0
Episodio 11, Ronda 27: Acción=3, Reward=0.0
Episodio 11, Ronda 28: Acción=0, Reward=0.0
Episodio 11, Ronda 29: Acción=6, Reward=0.0
Episodio 11, Ronda 30: Acción=0, Reward=0.0
Episodio 11, Ronda 31: Acción=1, Reward=0.0
Episodio 11, Ronda 32: Acción=0, Reward=121.0
Episodio 11: Loss=922.1913, Epsilon=0.946
Episodio 12, Ronda 1: Acción=6, Reward=0.0
Episodio 12, Ronda 2: Acción=4, Reward=0.0
Episodio 12, Ronda 3: Acción=1, Reward=0.0
Episodio 12, Ronda 4: Acción=0, Reward=0.0
Episodio 12, Ronda 5: Acción=3, Reward=0.0
Episodio 12, Ronda 6: Acción=6, Reward=0.0
Episodio 12, Ronda 7: Acción=4, Reward=0.0
Episodio 12, Ronda 8: Acción=1, Reward=0.0
Episodio 12, Ronda 9: Acción=0, Reward=0.0
Episodio 12, Ronda 10: Acción=2, Reward=0.0
Episodio 12, Ronda 11: Acción=5, Reward=0.0
Episodio 12, Ronda 12: Acción=4, Reward=0.0
Episodio 12, Ronda 13: Acción=4, Reward=0.0
Episodio 12, Ronda 14: Acción=2, Reward=0.0
Episodio 12, Ronda 15: Acción=2, Reward=0.0
Episodio 12, Ronda 16: Acción=3, Reward=0.0
Episodio 12, Ronda 17: Acción=5, Reward=0.0
Episodio 12, Ronda 18: Acción=1, Reward=0.0
Episodio 12, Ronda 19: Acción=6, Reward=0.0
Episodio 12, Ronda 20: Acción=4, Reward=0.0
Episodio 12, Ronda 21: Acción=1, Reward=0.0
Episodio 12, Ronda 22: Acción=4, Reward=0.0
Episodio 12, Ronda 23: Acción=6, Reward=0.0
Episodio 12, Ronda 24: Acción=5, Reward=0.0
Episodio 12, Ronda 25: Acción=0, Reward=0.0
Episodio 12, Ronda 26: Acción=2, Reward=0.0
Episodio 12, Ronda 27: Acción=4, Reward=0.0
Episodio 12, Ronda 28: Acción=6, Reward=0.0
Episodio 12, Ronda 29: Acción=3, Reward=0.0
Episodio 12, Ronda 30: Acción=0, Reward=0.0
Episodio 12, Ronda 31: Acción=1, Reward=0.0
Episodio 12, Ronda 32: Acción=6, Reward=0.0
Episodio 12, Ronda 33: Acción=1, Reward=0.0
Episodio 12, Ronda 34: Acción=5, Reward=0.0
Episodio 12, Ronda 35: Acción=1, Reward=0.0
Episodio 12, Ronda 36: Acción=3, Reward=0.0
Episodio 12, Ronda 37: Acción=1, Reward=0.0
Episodio 12, Ronda 38: Acción=6, Reward=0.0
Episodio 12, Ronda 39: Acción=3, Reward=0.0
Episodio 12, Ronda 40: Acción=1, Reward=0.0
Episodio 12, Ronda 41: Acción=0, Reward=36.0
Episodio 12: Loss=2636.4702, Epsilon=0.942
Episodio 13, Ronda 1: Acción=1, Reward=0.0
Episodio 13, Ronda 2: Acción=6, Reward=0.0
Episodio 13, Ronda 3: Acción=1, Reward=0.0
Episodio 13, Ronda 4: Acción=6, Reward=0.0
Episodio 13, Ronda 5: Acción=3, Reward=0.0
Episodio 13, Ronda 6: Acción=1, Reward=0.0
Episodio 13, Ronda 7: Acción=1, Reward=0.0
Episodio 13, Ronda 8: Acción=3, Reward=0.0
Episodio 13, Ronda 9: Acción=6, Reward=0.0
Episodio 13, Ronda 10: Acción=0, Reward=0.0
Episodio 13, Ronda 11: Acción=2, Reward=0.0
Episodio 13, Ronda 12: Acción=6, Reward=0.0
Episodio 13, Ronda 13: Acción=4, Reward=0.0
Episodio 13, Ronda 14: Acción=3, Reward=0.0
Episodio 13, Ronda 15: Acción=6, Reward=0.0
Episodio 13, Ronda 16: Acción=5, Reward=0.0
Episodio 13, Ronda 17: Acción=4, Reward=0.0
Episodio 13, Ronda 18: Acción=6, Reward=0.0
Episodio 13, Ronda 19: Acción=4, Reward=0.0
Episodio 13, Ronda 20: Acción=4, Reward=0.0
Episodio 13, Ronda 21: Acción=1, Reward=0.0
Episodio 13, Ronda 22: Acción=1, Reward=0.0
Episodio 13, Ronda 23: Acción=5, Reward=0.0
Episodio 13, Ronda 24: Acción=1, Reward=0.0
Episodio 13, Ronda 25: Acción=6, Reward=0.0
Episodio 13, Ronda 26: Acción=6, Reward=0.0
Episodio 13, Ronda 27: Acción=1, Reward=0.0
Episodio 13, Ronda 28: Acción=0, Reward=0.0
Episodio 13, Ronda 29: Acción=4, Reward=0.0
Episodio 13, Ronda 30: Acción=6, Reward=0.0
Episodio 13, Ronda 31: Acción=4, Reward=0.0
